date,age,gender,height,weight,steps,hear_rate,calories,distance,steps_times_distance,activity
2019-11-12,19,0,172,72.5,8.027857143,96,14.11713333,0.005695164,0.045719965,Lying
2019-11-13,19,0,172,72.5,7.908571429,95.82758621,13.97886667,0.005580743,0.044135704,Lying
2019-11-14,19,0,172,72.5,7.789285714,95.65517241,13.8406,0.005466321,0.042578739,Lying
2019-11-15,19,0,172,72.5,7.67,95.48275862,13.70233333,0.0053519,0.041049073,Lying
2019-11-16,19,0,172,72.5,7.550714286,95.31034483,13.56406667,0.005237479,0.039546704,Running 3 METs
2019-11-17,19,0,172,72.5,7.431428571,95.13793103,13.4258,0.005123057,0.038071633,Running 3 METs
2019-11-18,19,0,172,72.5,7.312142857,94.96551724,13.28753333,0.005008636,0.03662386,Running 3 METs
2019-11-19,19,0,172,72.5,7.192857143,94.79310345,13.14926667,0.004894214,0.035203384,Running 3 METs
2019-11-20,19,0,172,72.5,7.073571429,94.62068966,13.011,0.004779793,0.033810206,Running 3 METs
2019-11-21,19,0,172,72.5,6.954285714,94.44827586,13.39207692,0.004665371,0.032444326,Running 3 METs
2019-11-22,19,0,172,72.5,6.835,94.27586207,13.77315385,0.00455095,0.031105743,Running 3 METs
2019-11-23,19,0,172,72.5,6.715714286,94.10344828,14.15423077,0.004436529,0.029794458,Running 3 METs
2019-11-24,19,0,172,72.5,6.596428571,93.93103448,14.53530769,0.004322107,0.028510471,Running 3 METs
2019-11-25,19,0,172,72.5,6.477142857,93.75862069,14.91638462,0.004207686,0.027253781,Running 3 METs
2019-11-26,19,0,172,72.5,6.357857143,93.5862069,15.29746154,0.004093264,0.02602439,Running 3 METs
2019-11-27,19,0,172,72.5,6.238571429,93.4137931,15.67853846,0.003978843,0.024822295,Running 3 METs
2019-11-28,19,0,172,72.5,6.119285714,93.24137931,16.05961538,0.003864421,0.023647499,Running 3 METs
2019-11-29,19,0,172,72.5,6,93.06896552,16.44069231,0.00375,0.0225,Running 3 METs
2019-11-30,19,0,172,72.5,6.133333333,92.89655172,16.82176923,0.003862667,0.023691022,Running 3 METs
2019-12-01,19,0,172,72.5,6.266666667,92.72413793,17.20284615,0.003975333,0.024912089,Running 3 METs
2019-12-02,19,0,172,72.5,6.4,92.55172414,17.58392308,0.004088,0.0261632,Lying
2019-12-03,19,0,172,72.5,6.533333333,92.37931034,17.965,0.004200667,0.027444356,Lying
2019-12-04,19,0,172,72.5,6.666666667,92.20689655,16.8124,0.004313333,0.028755556,Lying
2019-12-05,19,0,172,72.5,6.8,92.03448276,15.6598,0.004426,0.0300968,Lying
2019-12-06,19,0,172,72.5,6.933333333,91.86206897,14.5072,0.004538667,0.031468089,Lying
2019-12-07,19,0,172,72.5,7.066666667,91.68965517,13.3546,0.004651333,0.032869422,Sitting
2019-12-08,19,0,172,72.5,7.2,91.51724138,12.202,0.004764,0.0343008,Sitting
2019-12-09,19,0,172,72.5,7.333333333,91.34482759,11.0494,0.004876667,0.035762222,Sitting
2019-12-10,19,0,172,72.5,7.466666667,91.17241379,9.8968,0.004989333,0.037253689,Sitting
2019-12-11,19,0,172,72.5,7.6,91,8.7442,0.005102,0.0387752,Sitting
2019-12-12,19,0,172,72.5,7.733333333,88,7.5916,0.005214667,0.040326756,Sitting
2019-12-13,19,0,172,72.5,7.866666667,85,6.439,0.005327333,0.041908356,Sitting
2019-12-14,19,0,172,72.5,8,82,5.2864,0.00544,0.04352,Sitting
2019-12-15,19,0,172,72.5,15.33333333,79,4.1338,0.010546667,0.161715556,Sitting
2019-12-16,19,0,172,72.5,22.66666667,76,2.9812,0.015653333,0.354808889,Sitting
2019-12-17,19,0,172,72.5,30,76.75,1.8286,0.02076,0.6228,Sitting
2019-12-18,19,0,172,72.5,28.25194805,77.5,0.676,0.019629714,0.554577668,Sitting
2019-12-19,19,0,172,72.5,26.5038961,78.25,0.827666667,0.018499429,0.490306933,Sitting
2019-12-20,19,0,172,72.5,24.75584416,79,0.775333333,0.017369143,0.429987794,Sitting
2019-12-21,19,0,172,72.5,23.00779221,79,0.723,0.016238857,0.373620251,Sitting
2019-12-22,19,0,172,72.5,21.25974026,79,0.517,0.015108571,0.321204304,Sitting
2019-12-23,19,0,172,72.5,19.51168831,79,0.643,0.013978286,0.272739954,Running 7 METs
2019-12-24,19,0,172,72.5,17.76363636,78.90626048,0.636,0.012848,0.2282272,Running 7 METs
2019-12-25,19,0,172,72.5,16.01558442,78.81252095,0.636,0.011717714,0.187666042,Running 7 METs
2019-12-26,19,0,172,72.5,14.26753247,78.71878143,0.5965,0.010587429,0.151056481,Running 7 METs
2019-12-27,19,0,172,72.5,12.51948052,78.6250419,0.470516425,0.009457143,0.118398516,Running 7 METs
2019-12-28,23,1,181,95.2,10.77142857,78.53130238,0.34453285,0.008326857,0.089692147,Lying
2019-12-29,23,1,181,95.2,12.57460317,78.45339028,3.287625463,0.009871651,0.124132091,Lying
2019-12-30,23,1,181,95.2,14.37777778,78.15423773,6.465719097,0.011416444,0.164143101,Lying
2019-12-31,23,1,181,95.2,16.18095238,77.85508518,9.643812731,0.012961238,0.209725176,Lying
